Date,Close,High,Low,Open,Volume
2007-11-27,174.52565002441406,188.3566683015369,140.13008173157817,140.13008173157817,27262365
2007-11-28,161.05857849121094,179.98523907951017,159.17500540022186,176.5274815101408,21958915
2007-11-29,161.42259216308594,166.3362534118979,153.28777843944562,164.6983663289606,25616715
2007-11-30,169.0660400390625,174.16167115220725,161.9685394653626,161.9685394653626,23047035
2007-12-03,178.34738159179688,180.94979802142515,167.7921228417414,171.02239707094495,14578850
2007-12-04,190.90447998046875,191.99639985677976,177.619415479227,179.5757852302773,22742860
2007-12-05,197.2740020751953,200.00380833854808,191.08643843469318,191.08643843469318,13806600
2007-12-06,198.3841552734375,201.56892974298253,191.26845250834407,191.26845250834407,8619680
2007-12-07,200.18580627441406,206.31877642870055,196.1820957027312,200.18580627441406,11182820
2007-12-10,195.37225341796875,202.0056769714954,193.188399930812,200.48608638294155,5028390
2007-12-11,190.35850524902344,198.18395616144738,189.44856974220733,196.73716203789317,3990645
2007-12-12,188.70242309570312,193.45228738211702,184.89888559333684,187.4467076981759,3637865
2007-12-13,205.85470581054688,209.28516655876092,188.73882114958957,189.26658540966204,15317195
2007-12-14,201.459716796875,207.44709413179484,200.38599955731436,201.12304510048972,5345960
2007-12-17,190.0399932861328,212.56089199992323,185.89978488709949,207.4652487573421,7024775
2007-12-18,190.0399932861328,190.0399932861328,190.0399932861328,190.0399932861328,0
2007-12-19,194.1619873046875,203.09754420369137,190.41304464834596,198.54786797204724,4228330
2007-12-20,192.94268798828125,197.1829901061432,191.26841025501352,197.1829901061432,3116440
2007-12-24,210.52268981933594,216.9286299948065,197.50151429463077,199.27588584373368,10304460
2007-12-26,218.36630249023438,220.93232708956876,208.9211820867053,213.8348278973499,7335155
2007-12-27,220.50465393066406,225.66398614121897,219.11245383660224,221.11430900127502,4887475
2007-12-28,227.3201141357422,231.85158945393198,213.83486212363346,216.45548104717219,5820690
2007-12-31,230.9051971435547,235.6732635355161,229.48570017158085,229.91337091115142,3686245
2008-01-01,236.00994873046875,240.04095603266308,229.97708625328696,232.76148645575745,2456740
2008-01-02,237.9390106201172,240.95089472145847,231.12360302335156,238.44857224778045,3519075
2008-01-03,232.1791229248047,239.25841931533628,229.51300494922998,237.49314239554852,2525290
2008-01-04,225.72769165039062,235.63687416899927,224.390085440548,232.72508353293523,2753975
2008-01-07,223.34365844726562,232.743293523249,221.1143193215437,225.66399667383882,3154815
2008-01-08,219.258056640625,228.39380263691572,215.65470607549415,225.66399623089683,2652495
2008-01-09,214.79026794433594,220.20438115025993,209.46713995363388,218.38451023166274,3137535
2008-01-10,204.10763549804688,218.34813480245813,202.0056866557191,215.6547195378623,2194030
2008-01-11,197.6106719970703,205.6454033608964,193.45227437914386,205.28143474946089,3084690
2008-01-14,188.3839569091797,196.98284513014391,187.64691133088485,196.98284513014391,4179580
2008-01-15,191.0045623779297,196.30948796020738,188.54773932746238,190.28570556422335,4152465
2008-01-16,187.51947021484375,193.63423660436666,181.98706186791773,190.35846393693976,4080940
2008-01-17,185.79063415527344,191.72341783598955,183.98896565179598,191.08646572713536,1680015
2008-01-18,181.00439453125,195.09019424873148,177.41924591410248,183.80699794828658,3384270
2008-01-21,150.14845275878906,182.8970365989942,144.80713578473853,181.07716558805893,788625
2008-01-22,133.86058044433594,147.40951629400308,120.1205520754734,127.39094000716315,2730805
2008-01-23,155.96292114257812,160.49440940633468,138.31018003413197,138.31018003413197,2677310
2008-01-24,148.164794921875,170.1579336659224,147.7735154480438,159.2387079761306,2555085
2008-01-25,157.54623413085938,160.6946171143345,149.2294240992454,149.2294240992454,2020225
2008-01-28,149.37498474121094,151.95919770523284,142.53226728023438,151.95919770523284,2335260
2008-01-29,153.005615234375,156.5088716953128,149.2384836454613,152.8691304930962,1100350
2008-01-30,151.13121032714844,157.23688471049294,149.6389164012149,154.6526707702572,1430950
2008-01-31,152.44149780273438,154.67083706808106,147.87361756727745,151.23128188508576,971500
2008-02-01,150.20303344726562,155.10758438130634,149.22939596754603,151.34954697883606,1021955
2008-02-04,155.7991485595703,158.76553312243004,152.86915530545474,154.30685497982617,1401150
2008-02-05,151.8318328857422,155.96293380508226,151.0492878271607,155.78094948821726,810465
2008-02-06,146.95458984375,150.121161638168,141.94994436919504,146.13565341081045,966300
2008-02-07,144.9072265625,151.04929111067506,144.1337758433688,150.1393556220565,1064660
2008-02-08,142.6869659423828,151.04927437796178,139.2474112871878,147.4095328266856,1425125
2008-02-11,129.42921447753906,142.85985579457963,126.48101882450044,142.85985579457963,1119775
