Date,Close,High,Low,Open,Volume
1996-01-01,1.4101377725601196,1.4113490916959164,1.4101377725601196,1.417709123098081,38730
1996-01-02,1.3631936311721802,1.4083203471836596,1.3631936311721802,1.4083203471836596,77460
1996-01-03,1.3689485788345337,1.3689485788345337,1.3689485788345337,1.3631938335617075,12910
1996-01-04,1.3628909587860107,1.375005734429386,1.3628909587860107,1.365919722612917,64550
1996-01-05,1.3595595359802246,1.3595595359802246,1.3595595359802246,1.3595595359802246,12910
1996-01-08,1.3023178577423096,1.3568332617965946,1.3023178577423096,1.3507759221739246,167830
1996-01-09,1.2644598484039307,1.2898997806387626,1.2644598484039307,1.2720311036577199,309840
1996-01-10,1.3323016166687012,1.332604306620799,1.259916768478109,1.2644601940664515,490580
1996-01-11,1.3083754777908325,1.3083754777908325,1.3083754777908325,1.3083754777908325,38730
1996-01-12,1.3265469074249268,1.3323015586782834,1.302318195205723,1.302318195205723,77460
1996-01-15,1.302923560142517,1.3083756150059298,1.302923560142517,1.3083756150059298,116190
1996-01-16,1.3204896450042725,1.332604422188191,1.2841463388882306,1.3083757068132107,1665392
1996-01-17,1.3023178577423096,1.317460461027847,1.2114583227306122,1.3204891308391822,387300
1996-01-18,1.2932320833206177,1.302318094405776,1.2780887315120202,1.302318094405776,129100
1996-01-19,1.2668826580047607,1.2886886367825894,1.2659739357235733,1.2780887101897502,219470
1996-01-22,1.2720311880111694,1.2720311880111694,1.2417444870024719,1.2668825700275124,116190
1996-01-23,1.2659741640090942,1.272031505723763,1.2175160828417146,1.272031505723763,167830
1996-01-24,1.249619483947754,1.2629454864955125,1.236293481399995,1.2659741573368846,296930
1996-01-25,1.2544653415679932,1.2599166500574155,1.2296306913957111,1.249619319704455,232380
1996-01-26,1.2544653415679932,1.2544653415679932,1.2544653415679932,1.2544653415679932,0
1996-01-29,1.2659741640090942,1.2659741640090942,1.2302361462011064,1.2544655130597817,51640
1996-01-30,1.281117558479309,1.2841462292112573,1.2584028542646684,1.2659741115981469,1665392
1996-01-31,1.2738490104675293,1.2780890007127406,1.2432595172704417,1.2811176717123816,77460
1996-02-01,1.2902036905288696,1.2962610325554642,1.2902036905288696,1.2738490162113507,25820
1996-02-02,1.3444162607192993,1.3613762185125875,1.332604175698591,1.2902034422226694,142010
1996-02-05,1.3901481628417969,1.3916629174460422,1.3795481433612427,1.3444161654743871,116190
1996-02-06,1.3813656568527222,1.4098351042919002,1.3813656568527222,1.3901483260808303,154920
1996-02-07,1.3931772708892822,1.3931772708892822,1.3447191847566882,1.362891211762675,142010
1996-02-08,1.4476932287216187,1.4537505701514717,1.3901483919165953,1.3931770626315219,348570
1996-02-09,1.5415805578231812,1.5415805578231812,1.465864357036958,1.4840364726858932,374390
1996-02-12,1.5125058889389038,1.5385526978893476,1.4840365350928408,1.5140206437012433,271110
1996-02-13,1.5385527610778809,1.54400406995075,1.4840365960423891,1.5125059510576917,503490
1996-02-14,1.5954906940460205,1.6051827371321816,1.5264378701420986,1.5264378701420986,490580
1996-02-15,1.6027592420578003,1.6354685801000985,1.574895738778909,1.574895738778909,361480
1996-02-16,1.6666643619537354,1.683927850115838,1.6057881650753116,1.602759587611273,1420102
1996-02-19,1.6660587787628174,1.6718133381942017,1.6354692822020596,1.6436466668338598,890791
1996-02-20,1.6945278644561768,1.7260260802130425,1.6657558161687942,1.6660585993701649,787511
1996-02-21,1.6945278644561768,1.6945278644561768,1.6945278644561768,1.6945278644561768,0
1996-02-22,1.6963456869125366,1.7020996876761256,1.6718135301996517,1.6945282415284568,568040
1996-02-23,1.696041464805603,1.7081561452454104,1.696041464805603,1.696041464805603,3072584
1996-02-26,1.6969503164291382,1.7081564631766892,1.6963451229786342,1.696041780482032,361480
1996-02-27,1.696041464805603,1.6990700416941535,1.696041464805603,1.6969500005836076,1213541
1996-02-28,1.699070930480957,1.702099695396662,1.6930143328640483,1.6960423520081522,542220
1996-02-29,1.6963456869125366,1.7020996876761256,1.6960423443150912,1.6990709227741587,1097351
1996-03-01,1.69816255569458,1.7020991097374536,1.696345110927604,1.696345110927604,942431
1996-03-04,1.7063400745391846,1.7248148851096956,1.6957393057567713,1.6981628766421806,1665392
1996-03-05,1.7063400745391846,1.7063400745391846,1.7063400745391846,1.7063400745391846,0
1996-03-06,1.6660587787628174,1.6963454920896026,1.6660587787628174,1.7063401354538734,180740
1996-03-07,1.6172975301742554,1.6475834889318635,1.6172975301742554,1.666058294795224,38730
1996-03-08,1.5951881408691406,1.6172976512395287,1.5509701455639726,1.5509701455639726,619680
1996-03-11,1.6203258037567139,1.6354692533746211,1.5885251748205957,1.6354692533746211,154920
1996-03-12,1.5933705568313599,1.605182640409458,1.5870106200463217,1.6203251517194728,129100
1996-03-13,1.6094228029251099,1.6172975887635732,1.5994281621020754,1.5933708209768573,77460
1996-03-14,1.6066969633102417,1.6354690099052598,1.6066969633102417,1.6094229441765253,129100
1996-03-15,1.6051827669143677,1.6051827669143677,1.5873133418069294,1.6066966825676416,64550
1996-03-18,1.5930683612823486,1.5991257029285582,1.5930683612823486,1.6051830445747675,180740
1996-03-19,1.5903418064117432,1.6097253322444178,1.5748957660988132,1.5930679730517217,271110
1996-03-20,1.5903418064117432,1.5903418064117432,1.5903418064117432,1.5903418064117432,0
1996-03-21,1.5812561511993408,1.5812561511993408,1.574896026866967,1.590342069737422,129100
1996-03-22,1.5870112180709839,1.5930685604745842,1.5870112180709839,1.5812564724454021,142010
1996-03-25,1.5809533596038818,1.5809533596038818,1.56883867732253,1.5870108871873887,64550
1996-03-26,1.5991257429122925,1.5991257429122925,1.5688388474811203,1.5809535310764486,64550
1996-03-27,1.6054857969284058,1.6112405423922174,1.6051832001588933,1.6051832001588933,90370
1996-03-28,1.6169942617416382,1.6169942617416382,1.605485518580778,1.605485518580778,90370
1996-03-29,1.6233539581298828,1.6233539581298828,1.6082112599747642,1.6169940211758769,77460
1996-04-01,1.6233539581298828,1.6233539581298828,1.6233539581298828,1.6233539581298828,64550
1996-04-02,1.6415261030197144,1.6657554659785312,1.605485401047662,1.605485401047662,374390
1996-04-03,1.6430405378341675,1.6475832164873834,1.6233538568708292,1.6415258765832448,77460
1996-04-04,1.6354690790176392,1.6415264209304552,1.623354395192007,1.6354690790176392,167830
1996-04-05,1.6354690790176392,1.6354690790176392,1.6354690790176392,1.6354690790176392,0
1996-04-08,1.63698410987854,1.6400128747393024,1.6054860739839931,1.6054860739839931,555130
1996-04-09,1.6354690790176392,1.6475837628432712,1.6112404571377945,1.6369837407708392,413120
1996-04-10,1.612754464149475,1.623354486820212,1.612754464149475,1.6354691713296423,129100
1996-04-11,1.5870112180709839,1.6051832452817847,1.5748963468209132,1.6127545037898274,90370
1996-04-12,1.5685359239578247,1.5733819455406577,1.5506664990353463,1.562781180106804,245290
1996-04-15,1.5658103227615356,1.5688389005413725,1.5567242165363093,1.5567242165363093,51640
1996-04-16,1.5870112180709839,1.5870112180709839,1.5627816620137127,1.565810426436948,193650
1996-04-17,1.6051827669143677,1.6051827669143677,1.576713322034609,1.576713322034609,90370
1996-04-18,1.6657559871673584,1.6839282015150898,1.605183306589353,1.605183306589353,258200
1996-04-19,1.6866530179977417,1.7020990607585345,1.6536408910470834,1.6657555733070692,529310
1996-04-22,1.673932671546936,1.7202707919587363,1.64213205551221,1.6866527315180273,516400
1996-04-23,1.6478861570358276,1.6566696652932942,1.635468877983047,1.6739329664349303,129100
1996-04-24,1.6902878284454346,1.7263285350309856,1.6596983376934968,1.6657556792085895,387300
1996-04-25,1.6860475540161133,1.69604163501997,1.6657554902093494,1.6902876366627386,245290
1996-04-26,1.6357723474502563,1.6596983714928706,1.6357723474502563,1.686047779653696,206560
1996-04-29,1.6424345970153809,1.6596978945360579,1.636074660464828,1.635771877369199,77460
1996-04-30,1.6996766328811646,1.7142139550830227,1.6536410956181493,1.642435134329219,542220
1996-05-01,1.7587356567382812,1.8050737977828406,1.7151229377450357,1.6996768907301827,916611
1996-05-02,1.7829636335372925,1.7869011193330693,1.7629750994132707,1.758735016929841,645501
1996-05-03,1.809918999671936,1.8171876585763853,1.7869009583318554,1.7829634728908494,1161901
1996-05-06,1.7363228797912598,1.7747862181016136,1.7323855805128363,1.80991912848269,710051
1996-05-07,1.7251172065734863,1.7505578916453222,1.6784757330918054,1.736323167128092,981161
1996-05-08,1.7263288497924805,1.7566155628901183,1.665755982925835,1.7251175304228763,361480
1996-05-09,1.6836241483688354,1.7133049129527798,1.6657554685879048,1.726328316751377,451850
1996-05-10,1.6451609134674072,1.6451609134674072,1.5930682271586296,1.6836242559447145,154920
1996-05-13,1.7020986080169678,1.7078533509018605,1.6627265536945026,1.645160474177042,206560
1996-05-14,1.6763557195663452,1.7081565298271066,1.6660584812497883,1.7020991882434273,271110
1996-05-15,1.7223913669586182,1.7429860313782621,1.6960419573168892,1.6763558289390783,258200
1996-05-16,1.7081568241119385,1.7566155651299478,1.7081568241119385,1.7223915513195471,258200
1996-05-17,1.6930140256881714,1.702099386572362,1.6718132344535506,1.6960420442828799,77460
1996-05-20,1.6354690790176392,1.6654531918282183,1.6354690790176392,1.6930139204108192,90370
1996-05-21,1.5973081588745117,1.6460696721993815,1.587010921091061,1.6354689054803622,219470
1996-05-22,1.6596978902816772,1.6596978902816772,1.5991252372309512,1.5973077928906643,180740
1996-05-23,1.6384977102279663,1.6475836291384216,1.6354689462959213,1.6596983119809219,245290
1996-05-24,1.6142688989639282,1.6263828359982417,1.6142688989639282,1.6384977052467513,77460
1996-05-27,1.5900392532348633,1.6051826972955454,1.5812559326274156,1.6142686145777096,503490
1996-05-28,1.5870112180709839,1.5870112180709839,1.5324956957671914,1.590039796051349,116190
1996-05-29,1.6475836038589478,1.6475836038589478,1.5748960672477363,1.5870109363471936,167830
1996-05-30,1.6354690790176392,1.6475837628432712,1.6354690790176392,1.6475837628432712,64550
1996-05-31,1.6657559871673584,1.6657559871673584,1.6354692739926013,1.6354692739926013,142010
1996-06-03,1.6657559871673584,1.696042141013484,1.6596986445324071,1.6657559871673584,129100
1996-06-04,1.691196322441101,1.7051275162056956,1.6784755154475584,1.6657554542252855,400210
1996-06-05,1.6899853944778442,1.6960419908048894,1.6842306491421328,1.6960419908048894,180740
1996-06-06,1.7263288497924805,1.7263288497924807,1.666361362946322,1.7020994793143704,1445922
1996-06-07,1.6657559871673584,1.6657559871673584,1.6481900850560414,1.6536413018974556,116190
1996-06-10,1.6500059366226196,1.6651493803613673,1.6369832797610897,1.6624241459187923,129100
1996-06-11,1.6054857969284058,1.6596985344873494,1.5751990857617861,1.6354691655540539,77460
1996-06-12,1.6536407470703125,1.659698087672914,1.64152606586511,1.64152606586511,258200
1996-06-13,1.6354690790176392,1.6354690790176392,1.6354690790176392,1.6354690790176392,116190
1996-06-14,1.6475836038589478,1.6475836038589478,1.6369835828093695,1.6415262625306375,322750
1996-06-17,1.665453314781189,1.6839281250799059,1.6475838844770219,1.6657559115570295,981161
1996-06-18,1.6899853944778442,1.7263287012973283,1.6475838133455691,1.68695663020717,619680
1996-06-19,1.6839280128479004,1.7081566349016242,1.6808992486483287,1.6960419509890499,426030
1996-06-20,1.6657559871673584,1.67181332980231,1.6657559871673584,1.6657559871673584,1510472
1996-06-21,1.6575781106948853,1.671812645652566,1.6506120483275173,1.6687840687959024,296930
1996-06-24,1.6578198671340942,1.6822897303956272,1.6211158254155844,1.651702401318711,258200
1996-06-25,1.6816775798797607,1.7006421171042145,1.6425259162194075,1.650173265400626,684231
1996-06-26,1.676172137260437,1.731228760536516,1.6746424414092516,1.7134883181422371,180740
1996-06-27,1.6902427673339844,1.7006424032649103,1.6578199520698405,1.6669962454097718,271110
1996-06-28,1.698194980621338,1.698194980621338,1.6700550849526754,1.6819844183624335,116190
1996-07-01,1.6731139421463013,1.6945251706949769,1.663937647541588,1.6945251706949769,77460
1996-07-02,1.686266303062439,1.7037009582801699,1.6731136291424995,1.6822897337370768,542220
1996-07-03,1.6856540441513062,1.7312287754039342,1.6761721516550407,1.7128763791942014,413120
1996-07-04,1.6547613143920898,1.6819842175644406,1.6149984435521834,1.6149984435521834,413120
1996-07-05,1.6339620351791382,1.6513968794837255,1.6333508346195698,1.6513968794837255,64550
1996-07-08,1.6440560817718506,1.6455850246482657,1.639467558501486,1.639467558501486,77460
1996-07-09,1.6211156845092773,1.6217268849866928,1.6211156845092773,1.6211156845092773,116190
