Date,Close,High,Low,Open,Volume
1996-01-01,12.205248832702637,12.306194937717326,12.021711246972137,12.11959762956142,43733533
1996-01-02,11.81676959991455,12.297025136577089,11.501695897131764,12.251141637374936,56167280
1996-01-03,11.501692771911621,12.040069322530137,11.440513140596373,11.884062994128586,68296318
1996-01-04,11.46192741394043,11.562872331680941,11.168266885487018,11.348746074003122,86073880
1996-01-05,11.397688865661621,11.532282084313126,11.3212143216535,11.501693503461619,76613039
1996-01-08,11.064263343811035,11.440515430867876,10.97249511521879,11.333452291384937,55395172
1996-01-09,11.66993522644043,12.113483832014893,10.83177998765487,10.951079523654547,82057540
1996-01-10,11.134618759155273,11.48639920683759,11.058144211071376,11.287566618571262,54360749
1996-01-11,11.559813499450684,11.624051622186899,11.012260212651853,11.012260212651853,65973105
1996-01-12,11.565930366516113,11.822882827605557,11.394627901288745,11.593460457310721,102152486
1996-01-15,11.602638244628906,11.80147205608839,11.53228191253974,11.685230998277806,68169665
1996-01-16,11.847357749938965,12.664101320125697,11.532284058783077,11.60875861588459,92497161
1996-01-17,11.360980033874512,11.654640530649093,11.318155034309083,11.578165992048339,65477620
1996-01-18,11.28450870513916,11.428281125954808,11.104030721507275,11.229448505786793,67620657
1996-01-19,11.419100761413574,11.458868513743877,11.211091485579848,11.211091485579848,47652365
1996-01-22,11.81676959991455,11.874889523405278,11.477224285306615,11.501695897131764,81512772
1996-01-23,11.942183494567871,12.171605886635582,11.777000460620638,11.923830098963007,130297068
1996-01-24,11.53840160369873,11.624051609418434,11.25085929524262,11.562871973831431,54484752
1996-01-25,11.648521423339844,11.85041245824904,11.593460007137052,11.74640907256234,67701207
1996-01-26,11.648521423339844,11.648521423339844,11.648521423339844,11.648521423339844,0
1996-01-29,12.180784225463867,12.293965574861485,11.718880892082765,11.777002047247942,75689901
1996-01-30,12.453030586242676,12.77422120876141,12.0523069298858,12.358202643070138,89163372
1996-01-31,12.02783489227295,12.404086927593104,11.810647682190288,12.17466453253144,56831282
1996-02-01,12.624332427978516,12.725278586942052,11.945243121523793,11.945243121523793,96599349
1996-02-02,13.496136665344238,13.581786673139998,12.786457574989866,12.878225793842974,106010376
1996-02-05,14.346529006958008,14.835963692016557,13.673557860942424,13.673557860942424,160942920
1996-02-06,14.46888256072998,15.019496719394688,14.132397092352756,14.560651999424616,147345446
1996-02-07,14.21498966217041,14.499472197820994,13.459425992401746,14.003921934534446,67480756
1996-02-08,14.618772506713867,14.851254599658315,13.99168626336182,14.257815420434232,52796395
1996-02-09,15.652702331542969,15.86071159089394,14.493356497505795,14.759485663711748,74580228
1996-02-12,14.735017776489258,15.735299049936103,14.560656775181938,15.478345279363655,81608160
1996-02-13,14.814549446105957,14.982792219857844,14.285349516127399,14.698309613860138,83711982
1996-02-14,15.248917579650879,15.591521252049638,15.172444285475732,15.355981922948226,52251098
1996-02-15,15.160208702087402,15.417162398124082,15.004202381843573,15.172445122411261,40662588
1996-02-16,14.805373191833496,15.077620620017573,14.704427029851583,15.047030799007787,41113559
1996-02-19,14.906319618225098,15.111269196472685,14.835963276004982,14.866551860805469,29196493
1996-02-20,14.441357612609863,14.93996778276181,14.322058041884526,14.927732595297464,30560533
1996-02-21,14.441357612609863,14.441357612609862,14.441357612609862,14.441357612609862,0
1996-02-22,14.842079162597656,14.894082102773911,14.621834689723608,14.707485936439422,21638101
1996-02-23,15.062324523925781,15.141857557590258,14.640187748072153,14.866550426924073,46653977
1996-02-26,15.463046073913574,15.805649769452794,15.362101170374082,15.417162589009994,71998409
1996-02-27,15.435519218444824,15.631292093074126,15.233626895543514,15.53952386727961,62652564
1996-02-28,15.45387077331543,15.78423807823065,15.423280956114596,15.661880046179036,36609684
1996-02-29,14.701367378234863,15.414104956962523,14.499475070259097,15.355985043697636,71030227
1996-03-01,14.881845474243164,15.01338144810129,14.68301412498974,14.866550564800317,49598798
1996-03-04,14.731953620910645,14.985848827521425,14.377114749843518,14.92772768673331,40613835
1996-03-05,14.731953620910645,14.731953620910643,14.731953620910643,14.731953620910643,0
1996-03-06,14.909379959106445,14.982794797907443,14.713605818885059,14.750313856661586,22160082
1996-03-07,14.814549446105957,15.123504897578407,14.759488017291469,14.988910431226529,31303495
1996-03-08,14.676897048950195,14.741135178877512,14.444416138891725,14.686073747975255,39637704
1996-03-11,14.340409278869629,14.499474098712373,14.159930103348485,14.377116069313454,39109363
1996-03-12,14.318997383117676,14.386293995847849,14.193579619300383,14.325115594298182,27429706
1996-03-13,14.661602973937988,14.710546196029009,14.23946613746298,14.312880970599512,27421227
1996-03-14,14.646307945251465,14.842080832049117,14.56677490080193,14.71360456590017,36343129
