Date,Close,High,Low,Open,Volumes
2002-07-01,17.8314151763916,18.321714134053977,17.61207022908927,18.03785684277576,2047540
2002-07-02,18.979751586914062,19.611978600418805,17.908833264917668,18.063664536005177,5546354
2002-07-03,19.934541702270508,19.999055399847126,18.90878433304742,18.966845713389546,5745267
2002-07-04,19.437793731689453,20.43774599296919,19.186192586898965,19.999057407441008,3896601
2002-07-05,19.63778305053711,19.773260059761252,19.121677515632115,19.22489835190544,3261038
2002-07-08,19.334571838378906,19.792614645610033,19.282961419353946,19.78616368161651,2092667
2002-07-09,19.22490119934082,19.64423692396356,19.10877841810336,19.44424618567841,1026800
2002-07-10,19.15393829345703,19.353927682530543,19.095875548043495,19.328122469081837,1513611
2002-07-11,19.012006759643555,19.21844844352828,18.837821250481202,19.21844844352828,1454750
2002-07-12,19.012006759643555,19.4506953378986,18.928140163949994,19.35392546019302,475040
2002-07-15,18.71524429321289,19.095871448247024,18.579767290078134,19.08296952106196,535634
2002-07-16,18.55396270751953,18.70879396018869,18.37977720988214,18.579767916297723,1400542
2002-07-17,18.682987213134766,18.79911131984466,18.45074035325322,18.579766386520745,1242741
2002-07-18,18.70233917236328,18.831365189872653,18.579764117344855,18.721693413374208,1076009
2002-07-19,18.77975845336914,19.35392400512188,18.063662224308644,18.450741706029454,4412276
2002-07-22,18.64427947998047,18.708793175990973,18.20559094913925,18.579767137508263,1842252
2002-07-23,18.734603881835938,18.812019527645162,18.528162159678,18.695895382161975,2576926
2002-07-24,18.270105361938477,18.61202403894754,18.147530282186356,18.46364375048646,1909121
2002-07-25,18.03140640258789,18.941041036656063,17.895929393474592,18.70879415523111,2055350
2002-07-26,17.71529197692871,17.83786569815383,17.457239900341676,17.676583488671508,1349804
2002-07-29,18.295913696289062,18.579771040581253,17.41853509675644,17.870127003081485,1999052
2002-07-30,17.799161911010742,18.824919446748044,17.41853468807386,18.824919446748044,3601317
2002-07-31,18.141084671020508,18.321719831742236,17.32821832654022,17.612075706092405,1734975
2002-08-01,18.67653465270996,18.8184639642221,18.160430526371677,18.30881080107849,2501174
2002-08-02,18.147531509399414,18.708795175158798,16.786304966027203,18.708795175158798,987239
2002-08-05,17.689489364624023,18.192690311027874,17.521754813463744,18.063664253804003,1550274
2002-08-06,17.59272003173828,17.754002269911137,17.41208354599389,17.670135668485877,1488140
2002-08-07,17.650779724121094,17.99915073276517,17.489497501452515,17.805610982732148,1053602
2002-08-08,17.515300750732422,17.74109664931813,17.43788513009203,17.68948623555787,881501
2002-08-09,17.502403259277344,17.547562724638205,17.37337718220254,17.48304900933145,1368873
2002-08-12,17.334667205810547,17.66368398702106,17.192737867430136,17.418533803832524,467516
2002-08-13,17.328218460083008,17.54756347728767,17.031459146851713,17.41853739467868,710748
2002-08-14,17.070159912109375,17.547556916027045,16.973390047951458,17.366920467916785,573578
2002-08-15,17.070159912109375,17.070159912109375,17.070159912109375,17.070159912109375,0
2002-08-16,17.3153133392334,17.40563090365445,17.095968362430526,17.095968362430526,416421
2002-08-19,17.53465461730957,17.612070242261527,17.295956778758946,17.295956778758946,297099
2002-08-20,17.418535232543945,17.80561343232352,17.386279054280294,17.79916246737851,533890
2002-08-21,17.45724105834961,17.51530244104856,17.392727358154254,17.418532567524718,326172
2002-08-22,17.341115951538086,17.418531575239328,17.095965799714996,17.418531575239328,1088593
2002-08-23,17.979795455932617,18.192688085929053,17.289505795827754,17.289505795827754,1992430
2002-08-26,17.979795455932617,18.45074152235347,17.876574622778183,18.179786158553917,1476348
2002-08-27,18.03140640258789,18.25720232013563,17.74109813919129,18.15398148394676,2143086
2002-08-28,17.96689224243164,18.437838310619505,17.88302700710191,17.915284532737452,1792769
2002-08-29,17.921735763549805,18.063663745734864,17.76045218140245,17.966893867154145,680449
2002-08-30,18.528156280517578,18.637828072229404,18.063661199512232,18.192687234919752,2018241
2002-09-02,18.353971481323242,18.77330577370883,18.224945441086266,18.579767390122527,559938
2002-09-03,18.115278244018555,18.386233694315443,17.966897910606896,18.205597178630438,311476
2002-09-04,17.986248016357422,18.05076171957534,17.792709613780566,17.831416752880557,225780
2002-09-05,18.08301544189453,18.19268723359839,17.87012282187215,18.17978530682771,611853
2002-09-06,18.437837600708008,18.592670198597414,17.93463537979772,18.09591894115052,1450828
2002-09-09,18.237850189208984,18.515255182883415,17.547559126480767,18.50235325459085,1168799
2002-09-10,18.237850189208984,18.237850189208984,18.237850189208984,18.237850189208984,0
2002-09-11,18.57977294921875,18.76040945959723,18.386233154186726,18.431393973704754,997804
2002-09-12,18.57977294921875,18.837825106902297,18.392684119744136,18.72170231271406,1523280
2002-09-13,18.48945426940918,18.786214931561677,16.966945164774387,16.966945164774387,699270
2002-09-16,18.41848373413086,18.57331633519242,18.192687826441542,18.566864018058553,1936346
2002-09-17,18.54751205444336,18.579769583464344,18.263654732412657,18.27010705033994,862224
2002-09-18,18.624929428100586,18.708796027512392,18.27010742980798,18.437840628631587,792280
2002-09-19,18.857177734375,19.031361910668082,18.483001461163916,18.579771350352477,1652959
2002-09-20,18.1733341217041,18.547508943024184,17.74109657000959,18.063660977800126,1619717
2002-09-23,17.80560874938965,18.179784920869633,17.80560874938965,18.07011313149411,989037
2002-09-24,17.908832550048828,18.063663814955923,17.04435731088165,17.483045894785086,1344084
2002-09-25,17.676584243774414,17.93463633138484,17.61207054510263,17.93463633138484,775428
2002-09-26,17.463693618774414,18.553964829498955,17.063712160198172,17.741099983250987,13899418
2002-09-27,17.80560874938965,18.321712880025323,17.418530651412894,17.418530651412894,6507935
2002-09-30,18.102371215820312,18.257202471386304,17.663682658383337,17.805610632549637,4397541
2002-10-01,18.689437866210938,18.78620772793998,17.818511817725998,17.966890738367212,4019493
2002-10-02,18.689437866210938,18.689437866210938,18.689437866210938,18.689437866210938,0
2002-10-03,18.33462142944336,18.70879770846187,18.199144394599863,18.644283996822004,1520359
2002-10-04,18.49590301513672,18.60557482407431,18.06366403670843,18.32171614805481,1157744
2002-10-07,18.476551055908203,18.57977191322611,18.224949877811135,18.57977191322611,653697
2002-10-08,17.870126724243164,18.45074468709584,17.818516298813527,18.45074468709584,947045
2002-10-09,17.63787841796875,18.108823174466316,17.554010468109862,18.05076178882436,1084429
2002-10-10,17.431432723999023,17.74109518093058,17.418529444857803,17.74109518093058,1559904
